keycol,delay,Taxi_Rides
420_23_11,0,21
621_23_11,0,2
622_23_11,0,4
623_23_11,2,1
624_23_11,0,3
625_23_11,1,16
626_23_11,1,89
627_23_11,0,32
628_23_11,0,37
629_23_11,0,58
630_23_11,1,48
631_23_11,0,57
632_23_11,1,48
633_23_11,0,37
634_23_11,0,55
635_23_11,0,46
636_23_11,0,18
637_23_11,0,22
638_23_11,0,19
640_23_11,0,9
0_23_12,0,30
0_23_12,0,15
0_23_12,0,11
0_23_12,0,30
0_23_12,0,9
0_23_12,0,2
0_23_12,0,5
0_23_12,0,7
112_23_12,0,2
114_23_12,0,2
115_23_12,0,1
116_23_12,0,2
117_23_12,1,25
118_23_12,1,20
119_23_12,1,13
120_23_12,1,30
121_23_12,0,29
122_23_12,2,30
123_23_12,2,45
124_23_12,1,55
125_23_12,0,55
126_23_12,0,26
127_23_12,0,21
128_23_12,1,233
129_23_12,0,45
130_23_12,0,34
131_23_12,0,21
132_23_12,0,19
133_23_12,1,11
134_23_12,0,19
135_23_12,2,14
136_23_12,2,3
137_23_12,0,17
138_23_12,3,1
140_23_12,0,26
224_23_12,2,1
225_23_12,1,1
226_23_12,1,1
228_23_12,1,10
229_23_12,0,6
230_23_12,0,10
231_23_12,0,1
234_23_12,0,2
235_23_12,0,1
246_23_12,1,1
418_23_12,0,18
419_23_12,0,3
420_23_12,0,10
621_23_12,0,3
622_23_12,0,3
623_23_12,0,2
624_23_12,1,3
625_23_12,0,15
626_23_12,0,86
627_23_12,0,38
628_23_12,0,38
629_23_12,0,58
630_23_12,0,48
631_23_12,0,58
632_23_12,0,49
633_23_12,0,37
634_23_12,0,28
635_23_12,0,42
636_23_12,0,20
637_23_12,0,19
638_23_12,0,33
640_23_12,0,9
0_23_13,0,30
0_23_13,0,9
0_23_13,0,4
0_23_13,0,29
0_23_13,0,5
0_23_13,0,2
0_23_13,0,2
106_23_13,0,1
111_23_13,2,1
112_23_13,0,1
113_23_13,1,5
114_23_13,1,2
115_23_13,1,2
116_23_13,0,3
117_23_13,2,16
118_23_13,1,17
119_23_13,1,10
120_23_13,0,31
121_23_13,0,37
122_23_13,2,32
123_23_13,0,50
124_23_13,1,63
125_23_13,1,60
126_23_13,0,34
127_23_13,1,11
128_23_13,0,222
129_23_13,0,37
130_23_13,0,26
131_23_13,1,34
132_23_13,1,16
133_23_13,1,18
134_23_13,1,11
135_23_13,3,8
136_23_13,1,4
137_23_13,1,10
140_23_13,0,14
224_23_13,0,1
225_23_13,0,7
226_23_13,1,1
227_23_13,0,1
228_23_13,0,6
229_23_13,0,7
230_23_13,0,13
234_23_13,0,1
235_23_13,0,1
238_23_13,0,1
416_23_13,0,1
418_23_13,0,18
419_23_13,0,16
420_23_13,0,19
423_23_13,0,1
621_23_13,0,6
622_23_13,0,2
623_23_13,0,1
624_23_13,2,2
625_23_13,0,13
626_23_13,0,81
627_23_13,0,40
628_23_13,0,31
629_23_13,0,66
630_23_13,0,42
631_23_13,0,61
632_23_13,0,52
633_23_13,0,56
634_23_13,1,55
635_23_13,0,31
636_23_13,0,34
637_23_13,0,13
638_23_13,1,33
640_23_13,1,3
0_23_14,0,27
0_23_14,0,10
0_23_14,0,16
0_23_14,0,25
0_23_14,0,4
0_23_14,0,1
0_23_14,0,2
0_23_14,0,1
112_23_14,1,2
113_23_14,1,2
114_23_14,1,1
115_23_14,0,5
116_23_14,1,8
117_23_14,1,20
118_23_14,0,21
119_23_14,0,14
120_23_14,0,29
121_23_14,1,41
122_23_14,0,39
123_23_14,0,66
124_23_14,1,52
125_23_14,1,77
126_23_14,1,29
127_23_14,0,25
128_23_14,0,217
129_23_14,1,54
130_23_14,0,39
131_23_14,1,21
132_23_14,0,19
133_23_14,0,19
134_23_14,1,13
135_23_14,2,9
136_23_14,1,8
137_23_14,0,9
140_23_14,0,19
224_23_14,0,4
225_23_14,0,4
226_23_14,0,1
227_23_14,0,2
228_23_14,0,15
229_23_14,0,6
230_23_14,0,16
232_23_14,0,3
233_23_14,0,1
235_23_14,0,2
301_23_14,0,1
418_23_14,0,15
419_23_14,0,16
420_23_14,0,27
423_23_14,0,1
621_23_14,0,4
622_23_14,0,3
623_23_14,0,6
624_23_14,1,2
625_23_14,0,22
626_23_14,0,91
627_23_14,0,41
628_23_14,0,27
629_23_14,0,81
630_23_14,0,46
631_23_14,0,59
632_23_14,0,72
633_23_14,0,62
634_23_14,0,46
635_23_14,0,25
636_23_14,0,42
637_23_14,0,30
638_23_14,0,32
640_23_14,0,5
0_23_15,0,39
0_23_15,0,11
0_23_15,0,6
0_23_15,0,30
0_23_15,0,8
0_23_15,0,2
0_23_15,0,4
112_23_15,0,3
113_23_15,0,1
115_23_15,0,3
116_23_15,0,8
117_23_15,0,8
118_23_15,0,8
119_23_15,0,15
120_23_15,1,22
121_23_15,0,34
122_23_15,0,45
123_23_15,0,50
124_23_15,0,64
125_23_15,0,81
126_23_15,0,22
127_23_15,0,25
128_23_15,0,158
129_23_15,2,40
130_23_15,1,35
131_23_15,0,19
132_23_15,0,18
133_23_15,0,15
134_23_15,1,5
135_23_15,1,9
136_23_15,1,4
137_23_15,0,13
140_23_15,0,23
225_23_15,0,1
226_23_15,0,2
227_23_15,0,1
228_23_15,0,7
229_23_15,0,1
230_23_15,0,12
233_23_15,0,1
250_23_15,2,1
418_23_15,0,19
419_23_15,0,11
420_23_15,0,18
423_23_15,0,1
621_23_15,0,2
622_23_15,1,2
623_23_15,0,2
624_23_15,0,2
625_23_15,0,19
626_23_15,0,74
627_23_15,0,66
628_23_15,0,16
629_23_15,0,49
630_23_15,0,50
631_23_15,0,33
632_23_15,1,57
633_23_15,1,44
634_23_15,1,53
635_23_15,0,42
636_23_15,1,19
637_23_15,1,20
638_23_15,1,31
640_23_15,1,7
0_23_16,0,33
0_23_16,0,13
0_23_16,0,9
0_23_16,0,22
0_23_16,0,9
0_23_16,0,1
0_23_16,0,5
112_23_16,0,1
116_23_16,0,4
117_23_16,1,7
118_23_16,0,13
119_23_16,0,16
120_23_16,0,27
121_23_16,0,38
122_23_16,1,30
123_23_16,0,61
124_23_16,1,53
125_23_16,0,51
126_23_16,0,37
127_23_16,0,18
128_23_16,0,126
129_23_16,1,33
130_23_16,1,24
131_23_16,0,15
132_23_16,1,20
133_23_16,3,12
134_23_16,1,6
135_23_16,0,1
136_23_16,1,1
137_23_16,0,11
140_23_16,0,14
222_23_16,1,1
224_23_16,0,3
225_23_16,0,1
227_23_16,0,3
228_23_16,0,6
229_23_16,0,2
230_23_16,0,3
232_23_16,0,5
236_23_16,0,2
237_23_16,0,2
418_23_16,0,7
419_23_16,0,9
420_23_16,0,13
621_23_16,0,5
622_23_16,0,3
623_23_16,0,3
624_23_16,1,4
625_23_16,0,12
626_23_16,0,79
627_23_16,0,56
628_23_16,0,18
629_23_16,0,45
630_23_16,0,45
631_23_16,0,19
632_23_16,0,50
633_23_16,0,69
634_23_16,0,56
635_23_16,0,51
636_23_16,0,38
637_23_16,0,33
638_23_16,0,31
640_23_16,0,10
0_23_17,0,42
0_23_17,0,14
0_23_17,0,9
0_23_17,0,29
0_23_17,0,12
0_23_17,0,3
0_23_17,0,5
112_23_17,0,1
114_23_17,1,2
115_23_17,0,2
116_23_17,0,3
117_23_17,1,7
118_23_17,0,24
119_23_17,0,16
120_23_17,0,28
121_23_17,0,44
122_23_17,0,37
123_23_17,0,37
124_23_17,0,64
125_23_17,0,66
126_23_17,0,43
127_23_17,0,11
128_23_17,0,153
129_23_17,0,47
130_23_17,0,29
131_23_17,1,26
132_23_17,0,14
133_23_17,0,21
134_23_17,0,8
135_23_17,1,1
136_23_17,0,4
137_23_17,0,11
138_23_17,2,1
140_23_17,0,29
224_23_17,0,3
225_23_17,0,2
226_23_17,0,2
228_23_17,0,14
229_23_17,0,6
230_23_17,0,14
232_23_17,0,3
234_23_17,0,1
237_23_17,0,1
238_23_17,0,1
248_23_17,0,1
249_23_17,1,1
416_23_17,0,2
418_23_17,0,20
419_23_17,0,11
420_23_17,0,14
621_23_17,0,5
622_23_17,0,3
623_23_17,1,6
624_23_17,0,4
625_23_17,0,15
626_23_17,0,107
627_23_17,0,42
628_23_17,0,29
629_23_17,0,110
630_23_17,0,73
631_23_17,0,38
632_23_17,0,57
633_23_17,0,66
634_23_17,0,61
635_23_17,0,59
636_23_17,0,39
637_23_17,0,25
638_23_17,0,28
640_23_17,1,10
0_23_18,0,45
0_23_18,0,15
0_23_18,0,19
0_23_18,0,32
0_23_18,0,14
0_23_18,0,3
0_23_18,0,2
0_23_18,0,9
112_23_18,0,1
114_23_18,0,1
115_23_18,0,2
116_23_18,0,4
117_23_18,0,2
118_23_18,0,24
119_23_18,1,11
120_23_18,0,38
121_23_18,0,48
122_23_18,1,38
123_23_18,1,55
124_23_18,0,63
125_23_18,0,108
126_23_18,0,45
127_23_18,0,22
128_23_18,0,204
129_23_18,0,52
130_23_18,0,45
131_23_18,1,31
132_23_18,1,25
133_23_18,1,27
134_23_18,0,25
135_23_18,0,5
136_23_18,0,7
137_23_18,0,17
140_23_18,0,26
225_23_18,0,6
226_23_18,0,2
227_23_18,0,2
228_23_18,0,20
229_23_18,0,9
230_23_18,0,10
231_23_18,0,2
232_23_18,0,2
234_23_18,0,4
235_23_18,0,5
236_23_18,0,2
238_23_18,0,1
416_23_18,0,1
418_23_18,0,12
419_23_18,0,8
420_23_18,0,15
621_23_18,0,7
622_23_18,0,2
623_23_18,0,5
624_23_18,0,4
625_23_18,0,17
626_23_18,0,97
627_23_18,0,51
628_23_18,0,41
629_23_18,0,100
630_23_18,0,77
631_23_18,0,49
632_23_18,0,66
633_23_18,0,88
634_23_18,0,93
635_23_18,0,47
636_23_18,0,47
637_23_18,1,39
638_23_18,0,50
640_23_18,1,12
0_23_19,0,37
0_23_19,0,11
0_23_19,0,11
0_23_19,0,38
0_23_19,0,2
0_23_19,0,21
0_23_19,0,1
0_23_19,0,6
104_23_19,0,1
115_23_19,1,2
116_23_19,0,7
117_23_19,1,20
118_23_19,1,10
119_23_19,1,15
120_23_19,1,25
121_23_19,0,32
122_23_19,0,36
123_23_19,2,62
124_23_19,0,46
125_23_19,1,108
126_23_19,1,52
127_23_19,2,17
128_23_19,1,280
129_23_19,0,50
130_23_19,2,63
131_23_19,0,41
132_23_19,0,37
133_23_19,1,34
134_23_19,1,39
135_23_19,3,10
136_23_19,1,15
137_23_19,0,25
140_23_19,1,16
224_23_19,0,1
225_23_19,1,2
226_23_19,1,2
227_23_19,1,2
228_23_19,0,14
229_23_19,0,3
230_23_19,0,19
231_23_19,0,3
232_23_19,0,4
234_23_19,0,4
235_23_19,0,4
236_23_19,0,2
237_23_19,0,1
242_23_19,3,1
249_23_19,1,1
418_23_19,0,29
419_23_19,0,13
420_23_19,0,11
423_23_19,0,3
621_23_19,2,2
622_23_19,1,6
623_23_19,1,1
624_23_19,1,4
625_23_19,1,13
626_23_19,1,77
627_23_19,2,34
628_23_19,1,33
629_23_19,1,120
630_23_19,2,99
631_23_19,1,51
632_23_19,2,52
633_23_19,1,89
634_23_19,2,70
635_23_19,0,47
636_23_19,1,37
637_23_19,0,37
638_23_19,2,53
640_23_19,2,6
0_23_20,2,55
0_23_20,2,14
0_23_20,2,7
0_23_20,2,34
0_23_20,2,15
0_23_20,2,3
0_23_20,2,3
0_23_20,2,3
113_23_20,2,1
115_23_20,1,1
116_23_20,3,8
117_23_20,2,5
118_23_20,2,11
119_23_20,2,18
120_23_20,4,28
121_23_20,3,25
122_23_20,2,23
123_23_20,5,43
124_23_20,3,61
125_23_20,2,111
126_23_20,3,57
127_23_20,4,16
128_23_20,4,195
129_23_20,2,38
130_23_20,3,46
131_23_20,2,25
132_23_20,4,20
133_23_20,2,37
134_23_20,2,33
135_23_20,3,12
136_23_20,2,8
137_23_20,4,16
140_23_20,2,19
210_23_20,4,1
224_23_20,2,3
225_23_20,2,2
226_23_20,2,4
228_23_20,2,13
229_23_20,2,8
230_23_20,2,14
232_23_20,2,1
233_23_20,2,1
234_23_20,6,2
235_23_20,5,9
236_23_20,2,2
238_23_20,2,1
418_23_20,2,31
419_23_20,2,12
420_23_20,3,14
423_23_20,4,1
621_23_20,4,7
622_23_20,4,4
623_23_20,4,4
624_23_20,3,5
625_23_20,3,13
626_23_20,4,57
627_23_20,3,23
628_23_20,2,36
629_23_20,4,88
630_23_20,3,94
631_23_20,4,41
632_23_20,3,57
633_23_20,3,81
634_23_20,2,64
635_23_20,5,41
636_23_20,4,30
637_23_20,2,26
638_23_20,4,50
640_23_20,5,8
0_24_7,0,45
0_24_7,0,3
0_24_7,0,15
0_24_7,0,37
0_24_7,0,5
0_24_7,0,1
112_24_7,0,2
113_24_7,0,4
114_24_7,0,4
115_24_7,0,3
116_24_7,0,11
117_24_7,0,5
118_24_7,0,16
119_24_7,0,12
120_24_7,0,22
121_24_7,0,22
122_24_7,0,24
123_24_7,0,30
124_24_7,0,22
125_24_7,0,30
126_24_7,0,13
127_24_7,0,14
128_24_7,0,266
129_24_7,0,21
130_24_7,0,31
131_24_7,0,12
132_24_7,0,16
133_24_7,0,15
134_24_7,0,5
135_24_7,0,2
137_24_7,0,13
140_24_7,0,13
224_24_7,0,2
225_24_7,0,4
226_24_7,0,5
227_24_7,0,3
228_24_7,0,7
230_24_7,0,7
231_24_7,0,2
234_24_7,0,2
235_24_7,0,4
236_24_7,0,2
302_24_7,0,1
416_24_7,0,1
418_24_7,0,5
419_24_7,0,2
420_24_7,0,1
621_24_7,0,7
622_24_7,0,8
623_24_7,0,2
624_24_7,0,3
625_24_7,0,25
626_24_7,0,53
627_24_7,0,40
628_24_7,0,15
629_24_7,0,12
630_24_7,0,21
631_24_7,0,93
632_24_7,0,34
633_24_7,0,23
634_24_7,0,41
635_24_7,0,21
636_24_7,0,15
637_24_7,0,8
638_24_7,0,16
640_24_7,1,5
0_24_8,0,42
0_24_8,0,3
0_24_8,0,20
0_24_8,0,25
0_24_8,0,11
0_24_8,0,3
0_24_8,0,2
106_24_8,0,2
112_24_8,0,3
113_24_8,1,5
114_24_8,1,2
115_24_8,0,4
116_24_8,0,9
117_24_8,1,12
118_24_8,1,29
119_24_8,0,15
120_24_8,0,33
121_24_8,0,31
122_24_8,0,27
123_24_8,0,45
124_24_8,0,30
125_24_8,0,47
126_24_8,0,29
127_24_8,0,14
128_24_8,0,292
129_24_8,1,25
130_24_8,0,33
131_24_8,0,24
132_24_8,0,12
133_24_8,0,14
134_24_8,0,6
135_24_8,0,2
136_24_8,0,1
137_24_8,0,10
138_24_8,3,1
140_24_8,0,19
224_24_8,0,2
225_24_8,0,2
226_24_8,0,2
227_24_8,0,2
228_24_8,0,10
229_24_8,0,3
230_24_8,0,13
231_24_8,0,1
232_24_8,0,1
234_24_8,0,1
235_24_8,0,4
237_24_8,0,1
239_24_8,0,1
302_24_8,0,5
415_24_8,0,1
418_24_8,0,7
419_24_8,0,7
420_24_8,0,1
423_24_8,0,2
621_24_8,0,6
622_24_8,0,6
623_24_8,0,2
624_24_8,0,8
625_24_8,0,30
626_24_8,0,52
627_24_8,0,40
628_24_8,0,24
629_24_8,0,15
630_24_8,0,34
631_24_8,0,76
632_24_8,0,48
633_24_8,1,50
634_24_8,0,44
635_24_8,0,27
636_24_8,0,18
637_24_8,0,29
638_24_8,0,21
640_24_8,0,2
0_24_9,0,39
0_24_9,0,6
0_24_9,0,17
0_24_9,0,29
0_24_9,0,11
0_24_9,0,3
0_24_9,0,1
0_24_9,0,2
112_24_9,0,1
113_24_9,0,5
114_24_9,0,1
115_24_9,1,4
116_24_9,0,7
117_24_9,0,10
118_24_9,0,27
119_24_9,0,17
120_24_9,0,37
121_24_9,0,34
122_24_9,1,28
123_24_9,0,46
124_24_9,0,25
125_24_9,0,50
126_24_9,1,18
127_24_9,0,24
128_24_9,1,284
129_24_9,1,43
130_24_9,0,36
131_24_9,0,23
132_24_9,1,24
133_24_9,0,21
134_24_9,0,11
135_24_9,1,6
136_24_9,1,7
137_24_9,0,12
140_24_9,0,20
225_24_9,0,2
226_24_9,0,1
227_24_9,0,1
228_24_9,0,8
229_24_9,0,5
230_24_9,0,10
232_24_9,0,2
233_24_9,0,1
234_24_9,0,1
235_24_9,0,5
237_24_9,0,1
418_24_9,0,15
419_24_9,0,4
420_24_9,0,11
423_24_9,0,2
621_24_9,0,4
622_24_9,0,5
623_24_9,0,5
624_24_9,0,5
625_24_9,0,19
626_24_9,0,60
627_24_9,0,31
628_24_9,0,29
629_24_9,0,14
630_24_9,0,50
631_24_9,0,49
632_24_9,0,40
633_24_9,0,49
634_24_9,1,46
635_24_9,0,36
636_24_9,0,20
637_24_9,0,17
638_24_9,1,27
640_24_9,0,5
0_24_10,0,40
0_24_10,0,8
0_24_10,0,8
0_24_10,0,32
0_24_10,0,4
0_24_10,0,3
0_24_10,0,4
112_24_10,0,2
113_24_10,0,2
114_24_10,3,3
115_24_10,0,1
116_24_10,0,4
117_24_10,1,6
118_24_10,0,19
119_24_10,1,12
120_24_10,0,30
121_24_10,0,24
122_24_10,1,37
123_24_10,0,44
124_24_10,1,36
125_24_10,1,47
126_24_10,0,29
127_24_10,0,19
128_24_10,1,229
129_24_10,1,40
130_24_10,0,34
131_24_10,0,19
132_24_10,1,24
133_24_10,0,10
134_24_10,1,19
135_24_10,1,4
137_24_10,1,8
138_24_10,1,1
140_24_10,0,16
225_24_10,0,4
226_24_10,0,2
227_24_10,0,1
228_24_10,0,1
229_24_10,0,4
230_24_10,0,14
232_24_10,0,4
233_24_10,0,1
234_24_10,0,2
237_24_10,0,1
418_24_10,0,8
419_24_10,1,6
420_24_10,1,8
423_24_10,0,1
621_24_10,0,3
622_24_10,0,5
623_24_10,0,3
624_24_10,1,1
625_24_10,0,15
626_24_10,0,61
627_24_10,0,35
628_24_10,0,29
629_24_10,0,38
630_24_10,0,40
631_24_10,0,54
632_24_10,0,44
633_24_10,0,27
634_24_10,0,35
635_24_10,0,26
636_24_10,0,23
637_24_10,0,21
638_24_10,0,22
640_24_10,1,4
0_24_11,0,37
0_24_11,0,16
0_24_11,0,10
0_24_11,0,25
0_24_11,0,7
0_24_11,0,1
0_24_11,0,3
0_24_11,0,8
112_24_11,1,3
113_24_11,0,1
115_24_11,0,3
116_24_11,0,5
117_24_11,1,18
118_24_11,1,13
119_24_11,0,15
120_24_11,0,49
121_24_11,0,38
122_24_11,2,28
123_24_11,1,49
124_24_11,0,56
125_24_11,2,46
126_24_11,0,33
127_24_11,0,11
128_24_11,0,209
129_24_11,1,36
130_24_11,0,33
131_24_11,0,16
132_24_11,0,18
133_24_11,0,14
134_24_11,1,13
135_24_11,2,11
136_24_11,1,2
137_24_11,0,11
138_24_11,1,3
140_24_11,0,15
224_24_11,0,1
225_24_11,0,2
226_24_11,0,1
227_24_11,0,3
228_24_11,0,11
229_24_11,0,9
230_24_11,0,6
231_24_11,0,1
232_24_11,0,3
234_24_11,0,1
235_24_11,0,2
249_24_11,0,1
418_24_11,0,10
419_24_11,0,12
420_24_11,0,6
621_24_11,0,4
622_24_11,0,9
623_24_11,0,6
624_24_11,0,2
625_24_11,0,15
626_24_11,0,72
627_24_11,0,22
628_24_11,0,19
629_24_11,0,41
630_24_11,0,51
631_24_11,0,63
632_24_11,0,42
633_24_11,0,43
634_24_11,0,31
635_24_11,0,37
636_24_11,1,11
637_24_11,0,14
638_24_11,0,25
640_24_11,0,10
0_24_12,0,39
0_24_12,0,9
0_24_12,0,11
0_24_12,0,27
0_24_12,0,10
0_24_12,0,2
0_24_12,0,1
0_24_12,0,4
0_24_12,0,1
113_24_12,0,1
115_24_12,0,3
116_24_12,0,4
117_24_12,0,21
118_24_12,0,18
119_24_12,1,15
120_24_12,0,26
121_24_12,2,39
122_24_12,1,35
123_24_12,0,43
124_24_12,0,65
125_24_12,0,61
126_24_12,0,35
127_24_12,0,13
128_24_12,0,189
129_24_12,0,44
130_24_12,0,32
131_24_12,0,36
132_24_12,1,18
133_24_12,1,9
134_24_12,2,7
135_24_12,2,3
136_24_12,3,6
137_24_12,0,14
138_24_12,3,1
140_24_12,0,22
221_24_12,0,1
225_24_12,1,2
226_24_12,0,4
227_24_12,0,3
228_24_12,0,13
229_24_12,0,6
230_24_12,0,12
231_24_12,0,1
232_24_12,0,1
234_24_12,0,2
235_24_12,0,2
237_24_12,0,1
415_24_12,0,1
418_24_12,0,10
419_24_12,0,4
420_24_12,0,15
423_24_12,0,1
621_24_12,0,5
622_24_12,0,3
623_24_12,0,3
624_24_12,0,1
625_24_12,0,19
626_24_12,0,67
627_24_12,0,43
628_24_12,0,23
629_24_12,1,49
630_24_12,1,60
631_24_12,0,54
632_24_12,1,43
633_24_12,0,50
634_24_12,0,38
635_24_12,0,40
636_24_12,1,25
637_24_12,0,23
638_24_12,1,29
640_24_12,1,6
0_24_13,0,31
0_24_13,0,10
0_24_13,0,12
0_24_13,0,23
0_24_13,0,13
0_24_13,0,2
0_24_13,0,1
0_24_13,0,2
111_24_13,2,1
113_24_13,0,1
114_24_13,0,5
115_24_13,1,4
116_24_13,1,4
117_24_13,2,25
118_24_13,2,10
119_24_13,0,17
120_24_13,0,32
121_24_13,0,41
122_24_13,0,35
123_24_13,0,43
124_24_13,0,46
125_24_13,0,77
126_24_13,0,23
127_24_13,0,15
128_24_13,0,199
129_24_13,0,38
130_24_13,1,35
131_24_13,0,22
132_24_13,0,22
133_24_13,0,17
134_24_13,0,10
135_24_13,0,4
136_24_13,0,7
137_24_13,0,12
138_24_13,4,1
140_24_13,0,24
224_24_13,0,1
225_24_13,0,2
226_24_13,0,2
227_24_13,0,3
228_24_13,0,9
229_24_13,0,2
230_24_13,0,9
232_24_13,0,1
235_24_13,0,1
237_24_13,0,1
416_24_13,0,1
418_24_13,0,14
419_24_13,0,9
420_24_13,0,20
423_24_13,0,2
621_24_13,0,6
622_24_13,0,3
623_24_13,0,4
624_24_13,0,3
625_24_13,0,14
626_24_13,0,79
627_24_13,0,31
628_24_13,0,28
629_24_13,0,27
630_24_13,0,37
631_24_13,0,63
632_24_13,0,48
633_24_13,1,34
634_24_13,0,57
635_24_13,0,37
636_24_13,0,27
637_24_13,0,19
638_24_13,0,25
640_24_13,0,11
0_24_14,0,47
0_24_14,0,11
0_24_14,0,14
0_24_14,0,27
0_24_14,0,8
0_24_14,0,2
0_24_14,0,3
0_24_14,0,6
112_24_14,0,3
113_24_14,1,1
114_24_14,0,1
115_24_14,0,3
116_24_14,0,7
117_24_14,1,13
118_24_14,0,24
119_24_14,1,15
120_24_14,0,33
121_24_14,2,35
122_24_14,1,36
123_24_14,0,68
124_24_14,1,68
125_24_14,0,113
126_24_14,1,24
127_24_14,0,18
128_24_14,0,161
129_24_14,1,44
130_24_14,1,34
131_24_14,1,27
132_24_14,0,29
133_24_14,1,20
134_24_14,0,5
135_24_14,2,1
136_24_14,0,5
137_24_14,0,8
138_24_14,2,2
140_24_14,0,12
208_24_14,2,1
221_24_14,0,1
225_24_14,0,4
226_24_14,0,1
227_24_14,0,1
228_24_14,0,11
229_24_14,0,4
230_24_14,0,6
232_24_14,0,1
234_24_14,0,2
235_24_14,0,3
237_24_14,0,1
247_24_14,0,1
248_24_14,0,1
405_24_14,0,1
418_24_14,0,13
419_24_14,0,7
420_24_14,0,26
621_24_14,0,7
622_24_14,0,2
623_24_14,0,5
624_24_14,0,4
625_24_14,0,25
626_24_14,0,56
627_24_14,0,39
628_24_14,0,21
629_24_14,0,52
630_24_14,0,51
631_24_14,0,38
632_24_14,0,48
633_24_14,0,52
634_24_14,0,53
635_24_14,0,34
636_24_14,0,15
637_24_14,0,29
638_24_14,0,27
640_24_14,1,5
0_24_15,0,42
0_24_15,0,19
0_24_15,0,13
0_24_15,0,25
0_24_15,0,9
0_24_15,0,1
0_24_15,0,1
0_24_15,0,4
113_24_15,0,1
114_24_15,0,7
115_24_15,0,1
116_24_15,0,10
117_24_15,1,18
118_24_15,0,14
119_24_15,0,16
120_24_15,0,34
121_24_15,1,29
122_24_15,0,44
123_24_15,0,56
124_24_15,1,52
125_24_15,0,87
126_24_15,0,22
127_24_15,0,12
128_24_15,1,158
129_24_15,1,41
130_24_15,0,37
131_24_15,0,34
132_24_15,1,24
133_24_15,2,16
134_24_15,0,3
135_24_15,0,1
136_24_15,3,5
137_24_15,0,10
138_24_15,2,1
140_24_15,0,15
224_24_15,0,1
225_24_15,0,4
226_24_15,0,1
227_24_15,0,2
228_24_15,0,9
229_24_15,0,3
230_24_15,0,9
231_24_15,0,1
232_24_15,0,2
234_24_15,0,1
237_24_15,0,1
418_24_15,0,10
419_24_15,0,8
420_24_15,0,22
423_24_15,0,1
621_24_15,0,5
622_24_15,0,8
623_24_15,0,6
624_24_15,0,6
625_24_15,0,16
626_24_15,0,92
627_24_15,0,40
628_24_15,0,25
629_24_15,0,57
630_24_15,0,33
631_24_15,0,39
632_24_15,0,43
633_24_15,0,44
634_24_15,0,58
635_24_15,0,42
636_24_15,1,18
637_24_15,1,37
638_24_15,0,26
640_24_15,0,4
0_24_16,0,34
0_24_16,0,9
0_24_16,0,6
0_24_16,0,14
0_24_16,0,4
0_24_16,0,1
0_24_16,0,1
0_24_16,0,7
112_24_16,1,1
113_24_16,0,1
114_24_16,1,3
115_24_16,0,4
116_24_16,0,3
117_24_16,1,12
118_24_16,1,10
119_24_16,0,21
120_24_16,0,35
121_24_16,0,33
122_24_16,0,43
123_24_16,0,50
124_24_16,0,44
125_24_16,0,62
126_24_16,0,17
127_24_16,0,19
128_24_16,0,135
129_24_16,0,44
130_24_16,0,26
131_24_16,0,23
132_24_16,0,16
133_24_16,0,9
134_24_16,0,1
136_24_16,0,8
137_24_16,0,6
138_24_16,2,1
140_24_16,0,13
224_24_16,0,1
225_24_16,0,3
226_24_16,0,2
227_24_16,0,2
228_24_16,0,6
229_24_16,0,6
230_24_16,0,5
232_24_16,0,3
234_24_16,0,1
236_24_16,0,1
302_24_16,0,1
418_24_16,0,9
419_24_16,0,5
420_24_16,0,17
423_24_16,0,1
615_24_16,1,1
621_24_16,0,1
622_24_16,0,3
623_24_16,0,3
624_24_16,0,6
625_24_16,0,17
626_24_16,0,69
627_24_16,0,44
628_24_16,0,12
629_24_16,0,25
630_24_16,0,28
631_24_16,0,25
632_24_16,0,31
633_24_16,0,39
634_24_16,0,42
635_24_16,0,29
636_24_16,0,21
637_24_16,0,45
638_24_16,0,17
640_24_16,0,5
0_24_17,0,35
0_24_17,0,15
0_24_17,0,6
0_24_17,0,34
0_24_17,0,7
0_24_17,0,3
0_24_17,0,3
0_24_17,0,5
112_24_17,0,1
113_24_17,0,1
114_24_17,0,2
115_24_17,0,4
116_24_17,0,7
117_24_17,1,12
118_24_17,0,23
119_24_17,0,14
120_24_17,0,26
121_24_17,0,39
122_24_17,0,21
123_24_17,0,63
124_24_17,0,54
125_24_17,0,99
126_24_17,0,32
127_24_17,0,11
128_24_17,0,147
129_24_17,0,39
130_24_17,0,22
131_24_17,0,17
132_24_17,0,25
133_24_17,0,16
134_24_17,1,2
135_24_17,0,4
136_24_17,0,2
137_24_17,0,11
140_24_17,0,27
225_24_17,0,3
226_24_17,0,3
227_24_17,0,2
228_24_17,0,10
229_24_17,0,5
230_24_17,1,7
232_24_17,0,1
233_24_17,0,1
236_24_17,1,1
238_24_17,1,1
416_24_17,0,3
418_24_17,0,10
419_24_17,0,5
420_24_17,0,13
621_24_17,0,8
622_24_17,0,5
623_24_17,0,5
624_24_17,0,4
625_24_17,0,14
626_24_17,0,84
627_24_17,0,32
628_24_17,0,18
629_24_17,0,89
630_24_17,0,80
631_24_17,0,53
632_24_17,0,47
633_24_17,0,57
634_24_17,1,44
635_24_17,0,37
636_24_17,0,25
637_24_17,0,50
638_24_17,0,13
640_24_17,0,4
0_24_18,0,56
